review_score,product_description_length,product_photos_qty,deliveryTime
1,314.0,1.0,6.0318402777777775
1,2894.0,1.0,24.89693287037037
3,148.0,1.0,9.586238425925925
5,650.0,2.0,17.322511574074074
5,2432.0,3.0,14.008657407407407
5,134.0,1.0,5.920092592592592
5,347.0,1.0,15.221574074074073
5,226.0,2.0,3.8855439814814816
5,919.0,1.0,23.327997685185185
5,937.0,1.0,23.327997685185185
5,371.0,1.0,16.807708333333334
4,1786.0,2.0,9.15363425925926
4,831.0,1.0,9.15363425925926
4,279.0,1.0,7.930289351851852
5,215.0,2.0,16.228622685185186
3,1447.0,5.0,33.061331018518516
5,879.0,1.0,14.526099537037037
4,692.0,3.0,9.329305555555555
4,1565.0,4.0,24.328831018518517
5,2691.0,1.0,6.369421296296296
5,409.0,5.0,6.1634722222222225
5,189.0,1.0,7.631481481481481
5,189.0,1.0,7.631481481481481
5,185.0,2.0,6.582835648148148
5,482.0,1.0,9.114085648148148
4,434.0,3.0,6.764988425925926
5,698.0,3.0,3.330011574074074
5,408.0,2.0,12.264814814814814
3,1580.0,2.0,17.072523148148147
1,671.0,5.0,19.969247685185184
5,395.0,1.0,7.91412037037037
5,970.0,1.0,4.433668981481482
4,241.0,2.0,16.959641203703704
5,1018.0,1.0,8.735717592592593
4,602.0,2.0,5.003576388888889
5,2290.0,5.0,10.017430555555556
5,993.0,4.0,8.45068287037037
3,268.0,5.0,10.852453703703704
1,1527.0,2.0,15.849664351851851
5,701.0,5.0,8.271030092592593
1,1194.0,3.0,6.620046296296296
5,200.0,10.0,7.0175
5,599.0,2.0,16.480763888888887
3,995.0,1.0,14.1384375
1,1074.0,2.0,12.760208333333333
5,543.0,1.0,6.3676157407407405
4,996.0,3.0,13.95994212962963
1,256.0,1.0,6.2747222222222225
4,3071.0,4.0,18.141631944444445
5,245.0,1.0,12.900925925925925
5,625.0,1.0,14.123495370370371
5,903.0,6.0,15.81773148148148
4,1271.0,1.0,24.021689814814813
4,1101.0,1.0,21.999699074074073
4,1095.0,1.0,3.8639930555555555
4,2115.0,2.0,3.8639930555555555
3,449.0,1.0,22.994305555555556
5,1355.0,6.0,9.26074074074074
3,1987.0,3.0,16.13261574074074
3,718.0,1.0,14.198148148148148
5,451.0,3.0,9.480590277777777
4,770.0,1.0,20.420844907407407
5,348.0,2.0,14.853240740740741
5,236.0,1.0,10.97582175925926
1,333.0,4.0,17.96863425925926
5,1914.0,5.0,19.947546296296295
5,494.0,1.0,14.297939814814814
4,623.0,1.0,18.05721064814815
5,587.0,1.0,4.949363425925926
3,181.0,4.0,8.951550925925925
5,234.0,1.0,13.96107638888889
5,731.0,1.0,11.239108796296296
5,1037.0,5.0,5.106805555555556
5,1642.0,10.0,13.057291666666666
5,655.0,2.0,2.9614930555555556
5,143.0,2.0,9.185497685185185
3,677.0,1.0,7.818125
5,573.0,2.0,7.2511226851851855
4,597.0,1.0,9.760127314814815
5,246.0,1.0,20.000428240740742
3,995.0,1.0,20.707349537037036
3,530.0,3.0,16.068877314814817
4,301.0,2.0,8.976331018518518
5,214.0,1.0,11.57306712962963
5,425.0,5.0,11.979907407407408
5,485.0,5.0,12.931550925925926
3,183.0,1.0,6.859594907407407
4,312.0,4.0,12.822280092592592
5,196.0,1.0,1.8707175925925925
4,553.0,3.0,16.104224537037037
5,1235.0,1.0,23.83125
5,1893.0,1.0,4.138344907407407
1,1012.0,1.0,4.669027777777778
5,680.0,1.0,10.070266203703703
5,250.0,1.0,1.4431712962962964
1,132.0,1.0,6.19712962962963
5,1305.0,1.0,8.90048611111111
5,931.0,6.0,20.079409722222223
5,3831.0,1.0,9.21888888888889
5,3910.0,1.0,4.065405092592592
5,405.0,1.0,3.8325694444444443
5,772.0,2.0,13.407523148148147
5,549.0,1.0,1.9362152777777777
4,1170.0,3.0,7.213148148148148
4,993.0,3.0,18.656168981481482
4,589.0,4.0,15.298518518518518
5,492.0,3.0,9.940393518518519
2,824.0,1.0,16.89329861111111
5,335.0,1.0,12.045810185185186
5,546.0,1.0,15.628553240740741
5,844.0,1.0,9.14769675925926
5,70.0,5.0,14.108923611111111
4,791.0,6.0,3.2179166666666665
4,1166.0,5.0,18.83914351851852
5,300.0,1.0,8.037488425925925
5,655.0,1.0,8.037488425925925
2,883.0,9.0,6.3767708333333335
5,850.0,1.0,14.570960648148148
1,1390.0,2.0,12.666886574074073
1,175.0,1.0,3.7868055555555555
1,1223.0,1.0,3.7868055555555555
1,1797.0,1.0,28.358090277777777
4,609.0,3.0,6.8878125
5,272.0,1.0,11.01605324074074
3,3006.0,2.0,16.370266203703704
5,269.0,1.0,10.019201388888888
5,690.0,1.0,1.6610069444444444
3,678.0,2.0,15.036747685185185
5,71.0,1.0,1.3543402777777778
5,545.0,3.0,14.831273148148147
5,1362.0,1.0,3.4192824074074073
3,340.0,2.0,22.165127314814814
1,362.0,2.0,15.231886574074075
4,709.0,2.0,13.665023148148148
5,131.0,3.0,7.714097222222223
5,246.0,1.0,6.019861111111111
4,279.0,1.0,13.037141203703703
5,1276.0,2.0,12.79107638888889
5,1071.0,1.0,13.002974537037037
4,1014.0,4.0,9.103819444444444
2,1042.0,7.0,12.034803240740741
4,443.0,1.0,6.413368055555556
5,554.0,1.0,8.86269675925926
1,732.0,2.0,36.053715277777776
5,635.0,1.0,6.123032407407408
5,252.0,1.0,4.088344907407407
5,341.0,1.0,15.24125
5,1257.0,1.0,14.138912037037038
1,644.0,2.0,21.94851851851852
5,1893.0,1.0,23.405266203703704
4,939.0,1.0,39.82201388888889
5,1028.0,3.0,12.210462962962962
5,874.0,1.0,16.212118055555557
5,908.0,1.0,5.094375
5,904.0,6.0,9.307222222222222
4,594.0,2.0,9.377511574074074
4,605.0,2.0,14.187951388888889
5,282.0,1.0,13.047881944444445
5,1142.0,2.0,12.430914351851852
1,2127.0,1.0,13.194513888888888
5,640.0,1.0,9.079224537037037
2,2162.0,1.0,11.77011574074074
5,586.0,1.0,7.954756944444444
5,936.0,1.0,16.308842592592594
5,93.0,1.0,15.993125
5,352.0,2.0,17.578483796296297
5,152.0,1.0,23.942835648148147
2,1211.0,1.0,29.255405092592593
1,156.0,1.0,37.335208333333334
5,463.0,1.0,22.087939814814813
4,2273.0,1.0,5.9275
1,829.0,1.0,17.99429398148148
5,111.0,3.0,19.226180555555555
3,869.0,7.0,26.82402777777778
2,219.0,1.0,36.368414351851854
5,1736.0,3.0,11.778425925925927
4,241.0,4.0,18.82523148148148
1,396.0,3.0,36.34461805555556
5,521.0,1.0,16.83701388888889
5,179.0,2.0,4.176215277777778
1,153.0,2.0,10.412766203703704
4,318.0,1.0,30.168333333333333
5,1460.0,9.0,10.293819444444445
3,256.0,1.0,29.146851851851853
3,300.0,1.0,29.146851851851853
5,954.0,3.0,9.828530092592592
1,381.0,1.0,8.335439814814816
5,1047.0,1.0,26.04082175925926
5,168.0,1.0,5.279918981481481
5,919.0,1.0,7.197175925925926
5,890.0,1.0,10.015104166666667
4,875.0,5.0,6.926840277777778
5,543.0,2.0,4.166793981481481
5,634.0,5.0,4.019849537037037
2,932.0,1.0,24.03162037037037
5,200.0,2.0,9.232557870370371
5,1198.0,2.0,6.97375
5,572.0,2.0,13.948981481481482
5,859.0,1.0,7.200555555555556
5,400.0,1.0,11.072280092592592
4,678.0,1.0,8.035185185185185
5,286.0,1.0,6.0655324074074075
5,380.0,2.0,2.2332175925925926
3,671.0,5.0,11.124375
5,941.0,1.0,18.021041666666665
5,873.0,2.0,5.526828703703703
5,558.0,1.0,2.270752314814815
5,1117.0,8.0,8.208761574074074
5,678.0,3.0,3.629722222222222
5,1017.0,5.0,6.402002314814815
5,809.0,1.0,8.964444444444444
5,605.0,5.0,12.15787037037037
5,523.0,3.0,9.821631944444444
5,993.0,5.0,10.197951388888889
3,379.0,3.0,31.997314814814814
4,530.0,5.0,6.380300925925926
1,1003.0,2.0,9.612372685185186
5,322.0,4.0,5.414016203703704
1,267.0,1.0,10.183819444444444
1,202.0,1.0,10.183819444444444
5,178.0,1.0,7.916863425925926
4,649.0,1.0,5.470821759259259
4,1283.0,1.0,19.2590625
3,617.0,4.0,7.871770833333334
1,743.0,1.0,4.94775462962963
3,1638.0,1.0,29.351828703703703
5,831.0,2.0,13.018657407407407
5,265.0,3.0,12.15943287037037
5,605.0,2.0,12.600081018518518
5,823.0,5.0,3.0147800925925927
4,1257.0,1.0,15.718356481481482
4,374.0,1.0,31.164525462962963
4,462.0,1.0,12.44224537037037
5,964.0,9.0,7.1621875
4,1024.0,1.0,4.848622685185185
3,628.0,2.0,4.255324074074074
5,176.0,1.0,7.304351851851852
3,2213.0,1.0,8.247708333333334
5,347.0,1.0,3.318576388888889
5,2733.0,4.0,39.14211805555556
1,603.0,1.0,5.21525462962963
5,325.0,1.0,9.238634259259259
5,295.0,1.0,11.351921296296297
5,463.0,2.0,3.5218055555555554
4,897.0,1.0,7.305150462962963
5,523.0,2.0,4.402268518518518
5,877.0,8.0,3.0323148148148147
4,315.0,1.0,13.463784722222222
5,2029.0,3.0,4.677696759259259
5,772.0,1.0,18.129270833333333
5,283.0,3.0,18.524108796296296
3,111.0,1.0,24.293206018518518
5,189.0,1.0,9.111469907407407
4,630.0,1.0,35.218414351851855
4,971.0,1.0,7.223229166666667
4,777.0,4.0,12.281180555555556
3,245.0,1.0,14.469467592592592
1,892.0,1.0,3.3173726851851852
5,741.0,2.0,17.773252314814815
5,117.0,1.0,6.120266203703704
1,1251.0,2.0,20.81252314814815
5,321.0,1.0,10.836122685185185
5,322.0,1.0,10.836122685185185
1,422.0,1.0,7.635856481481482
5,1037.0,4.0,7.014803240740741
4,348.0,2.0,22.706423611111113
1,985.0,1.0,12.968622685185185
2,1147.0,1.0,9.356423611111111
5,818.0,5.0,8.00125
5,1047.0,5.0,8.0546875
1,1729.0,3.0,21.932233796296295
5,605.0,2.0,2.9488078703703704
4,254.0,4.0,4.818668981481482
5,53.0,3.0,13.357152777777777
5,605.0,5.0,17.72923611111111
5,718.0,4.0,6.495972222222222
1,198.0,1.0,4.407986111111111
5,337.0,1.0,28.216157407407408
5,364.0,1.0,2.5546296296296296
1,359.0,2.0,26.334108796296295
5,1536.0,2.0,9.553148148148148
4,588.0,5.0,8.174756944444445
5,509.0,1.0,8.64162037037037
5,787.0,8.0,6.606840277777778
5,321.0,2.0,11.221238425925925
5,351.0,4.0,13.583900462962964
5,1084.0,1.0,11.401666666666667
1,1362.0,3.0,6.989664351851852
5,237.0,3.0,12.0753125
5,614.0,1.0,10.921006944444445
5,1324.0,1.0,14.90556712962963
4,404.0,4.0,20.08392361111111
5,1317.0,1.0,4.318796296296297
5,1396.0,2.0,4.085092592592592
5,897.0,1.0,7.365451388888889
5,489.0,1.0,8.36244212962963
5,540.0,1.0,15.587256944444444
5,514.0,2.0,6.903101851851852
3,485.0,1.0,20.04310185185185
5,1270.0,2.0,2.1668171296296297
2,568.0,1.0,2.4317592592592594
1,624.0,2.0,39.46666666666667
4,2440.0,1.0,26.21877314814815
5,439.0,2.0,13.315636574074073
3,214.0,1.0,9.03806712962963
3,453.0,1.0,9.03806712962963
5,928.0,1.0,11.902731481481482
1,931.0,4.0,31.170810185185186
2,326.0,1.0,31.961041666666667
2,802.0,2.0,31.961041666666667
5,549.0,1.0,14.480219907407408
5,1002.0,4.0,4.513680555555555
4,361.0,1.0,3.32375
5,903.0,6.0,13.402337962962964
1,400.0,1.0,37.2071875
4,1269.0,6.0,7.856273148148148
5,390.0,1.0,10.6390625
5,2165.0,1.0,3.8230208333333335
5,2993.0,1.0,12.19460648148148
3,319.0,1.0,15.809409722222222
5,1893.0,1.0,21.944861111111113
5,716.0,5.0,14.872083333333334
4,178.0,1.0,15.557453703703704
4,1056.0,2.0,8.787256944444444
4,438.0,1.0,11.803298611111112
5,388.0,1.0,12.865671296296297
1,651.0,5.0,13.352951388888888
4,1180.0,1.0,31.791064814814813
5,311.0,1.0,14.50792824074074
5,284.0,1.0,14.50792824074074
5,1987.0,1.0,5.709178240740741
5,234.0,4.0,8.754108796296297
4,927.0,9.0,11.906550925925925
5,214.0,5.0,4.085868055555555
5,294.0,1.0,3.0347222222222223
4,295.0,1.0,21.224386574074074
4,1681.0,2.0,2.119270833333333
5,3831.0,1.0,5.075787037037037
5,624.0,1.0,4.3583796296296295
4,868.0,2.0,6.162511574074074
5,48.0,1.0,3.0295717592592593
5,510.0,1.0,4.883206018518519
3,297.0,1.0,12.311076388888889
5,742.0,3.0,6.107476851851852
5,1002.0,1.0,10.794710648148149
5,162.0,5.0,5.321354166666667
3,1180.0,2.0,7.954131944444445
5,190.0,1.0,2.1760185185185184
5,614.0,1.0,13.446331018518519
4,318.0,1.0,3.9602314814814816
4,281.0,3.0,23.190914351851852
4,1058.0,1.0,19.237141203703704
3,1893.0,1.0,27.995497685185185
3,556.0,1.0,20.189560185185186
5,1049.0,3.0,15.325972222222223
1,530.0,1.0,13.030092592592593
5,677.0,1.0,21.04792824074074
5,678.0,2.0,21.04792824074074
5,764.0,2.0,7.044224537037037
1,1497.0,3.0,7.692106481481481
1,1750.0,3.0,7.692106481481481
5,1026.0,3.0,15.861168981481482
3,501.0,1.0,8.844247685185184
1,400.0,1.0,12.385520833333333
1,245.0,1.0,12.385520833333333
4,365.0,2.0,10.78875
1,389.0,6.0,2.487766203703704
1,231.0,3.0,2.487766203703704
1,1159.0,4.0,27.125439814814815
5,942.0,1.0,6.912152777777778
4,346.0,2.0,4.330891203703704
5,919.0,1.0,3.0652430555555554
4,1215.0,1.0,9.579131944444445
5,481.0,2.0,19.33099537037037
4,162.0,5.0,4.11712962962963
5,671.0,4.0,7.06417824074074
5,413.0,2.0,3.915324074074074
5,3189.0,7.0,6.397546296296296
5,544.0,1.0,6.25869212962963
1,1146.0,7.0,44.11168981481482
1,499.0,1.0,13.495173611111111
3,617.0,1.0,20.011608796296297
5,341.0,1.0,15.239733796296296
1,1350.0,1.0,27.023900462962963
1,724.0,1.0,27.018680555555555
5,162.0,5.0,8.507303240740741
5,159.0,1.0,13.659930555555556
